price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,sqft_above,sqft_basement,yr_built,yr_renovated,street,city,statezip,classes
403500.0,3.0,1.0,1830,8004,1.0,0,0,3,1200,630,1960,2012,13337 30th Ave NE,Seattle,WA 98125,high
360000.0,3.0,1.75,1500,7200,1.0,0,0,3,1500,0,1957,2000,20015 Burke Ave N,Shoreline,WA 98133,high
475000.0,3.0,2.5,950,1110,2.0,0,0,3,950,0,2003,0,419 Federal Ave E,Seattle,WA 98102,high
302000.0,5.0,2.25,2180,7813,2.0,0,0,3,2180,0,1986,0,26405 218th Ave SE,Maple Valley,WA 98038,low
547500.0,3.0,3.5,1650,2262,3.0,0,0,3,1650,0,2010,0,769 N 74th St,Seattle,WA 98103,high
585000.0,5.0,1.75,2000,3750,2.0,0,0,4,2000,0,1921,0,309 N 46th St,Seattle,WA 98103,high
1150000.0,6.0,4.5,6040,219542,2.0,0,0,3,4100,1940,1996,0,4616 252nd Ave SE,Issaquah,WA 98029,high
305000.0,2.0,1.5,1140,2980,2.0,0,0,3,1140,0,1988,2000,4150 244th Pl SE,Issaquah,WA 98029,low
545000.0,5.0,2.5,2730,17240,1.0,0,0,5,1660,1070,1958,0,18718 56th Ave NE,Kenmore,WA 98028,high
525000.0,3.0,2.0,1540,7800,1.0,0,0,3,1540,0,2004,2003,10340 38th Ave NE,Seattle,WA 98125,high
333000.0,4.0,2.5,1910,9244,1.0,0,0,4,1910,0,1963,0,5811 NE 6th St,Renton,WA 98059,low
415000.0,3.0,2.25,1620,998,2.5,0,0,3,1540,80,2010,0,935 4th Ave NE,Issaquah,WA 98029,high
810000.0,4.0,1.75,2000,3988,1.0,0,4,4,1000,1000,1958,1972,1322 Alki Ave SW,Seattle,WA 98116,high
639000.0,4.0,2.5,2150,12028,2.0,0,0,4,2150,0,1982,2011,13615 179th Ave NE,Redmond,WA 98052,high
315000.0,4.0,2.5,1940,10200,1.0,0,0,4,1140,800,1977,0,20825 135th Ave SE,Kent,WA 98042,low
437000.0,2.0,1.75,1440,4225,1.0,0,0,3,1440,0,2005,0,23047 NE 130th St,Redmond,WA 98053,high
409500.0,4.0,2.75,2140,13000,1.0,0,0,3,1320,820,1968,1997,19302 65th Pl NE,Kenmore,WA 98028,high
340000.0,3.0,1.75,2190,12626,2.0,0,0,4,2190,0,1978,2000,14000 SE 241st St,Kent,WA 98042,low
920000.0,4.0,3.5,4080,10666,2.0,0,0,3,4080,0,2005,0,8950 237th Pl NE,Redmond,WA 98053,high
502000.0,6.0,2.5,2890,8122,1.0,0,0,3,1630,1260,1977,2004,2413 171 Ave SE,Bellevue,WA 98008,high
330000.0,3.0,2.5,1450,5008,1.0,0,0,3,840,610,2007,0,6544 18th Ave SW,Seattle,WA 98106,low
2453500.0,4.0,3.5,4730,13586,1.5,0,0,5,4270,460,1935,0,1404 Broadmoor Dr E,Seattle,WA 98112,high
472000.0,3.0,2.5,1180,1262,3.0,0,0,3,1180,0,2010,0,2050 14th Ave W,Seattle,WA 98119,high
2475000.0,3.0,3.25,4340,4947,2.0,0,3,3,3060,1280,1993,0,5719 Seaview Ave NW,Seattle,WA 98107,high
342500.0,3.0,2.0,2080,11375,1.0,0,0,3,2080,0,2002,0,3322 261st Pl SE,Enumclaw,WA 98022,low
275000.0,4.0,2.0,2030,8426,2.0,0,0,3,2030,0,1944,0,3515 S 137th St,Tukwila,WA 98168,low
653000.0,3.0,2.5,2680,9750,1.0,0,0,4,1610,1070,1979,0,8236 NE 115th Way,Kirkland,WA 98034,high
255000.0,3.0,1.0,960,8100,1.0,0,0,3,960,0,1955,2005,20234 20th Ave NE,Shoreline,WA 98155,low
650000.0,4.0,2.25,2560,9731,2.0,0,0,4,2560,0,1973,0,7014 NE 139th St,Kirkland,WA 98034,high
465000.0,4.0,1.75,1470,5350,1.0,0,0,3,980,490,1955,2005,10424 12th Ave NE,Seattle,WA 98125,high
440000.0,4.0,2.5,2250,7526,2.0,0,0,3,2250,0,1989,0,5120 NE 23rd St,Renton,WA 98059,high
270000.0,4.0,2.5,1660,8063,1.0,0,0,4,1660,0,1978,2000,25139 11th Ave S,Des Moines,WA 98198,low
458000.0,3.0,2.5,1870,5013,2.0,0,0,3,1870,0,2003,0,8927 NE 176th St,Bothell,WA 98011,high
690000.0,4.0,2.5,2670,13463,2.0,0,0,4,2670,0,1989,0,24127 SE 45th Pl,Issaquah,WA 98029,high
580000.0,3.0,2.5,2200,11000,2.0,0,2,3,2200,0,1978,0,1430-1920 W Lake Sammamish Pkwy SE,Bellevue,WA 98008,high
170000.0,2.0,1.0,1200,24792,2.0,0,0,2,1200,0,1976,0,3009 W Ames Lake Dr NE,Redmond,WA 98053,low
675000.0,3.0,3.0,2980,28000,1.0,0,0,3,1820,1160,1981,2013,15017-15023 NE 144th St,Redmond,WA 98052,high
542000.0,4.0,1.75,1900,8250,1.0,0,0,4,950,950,1955,2009,3810 145th Ave SE,Bellevue,WA 98006,high
308900.0,3.0,2.5,2250,7294,2.0,0,0,3,2250,0,1994,0,5006 Highland Dr SE,Auburn,WA 98092,low
276000.0,3.0,1.0,1140,5000,1.0,0,0,3,1140,0,1960,2012,5403 23rd Ave SW,Seattle,WA 98106,low
2250000.0,5.0,4.25,4860,9453,1.5,0,1,5,3100,1760,1905,0,173 37th Ave E,Seattle,WA 98112,high
491950.0,3.0,2.25,2090,10733,1.0,0,0,3,1440,650,1958,2004,4401 NE 95th St,Seattle,WA 98115,high
268000.0,4.0,2.0,1930,6600,1.0,0,0,4,1030,900,1967,0,13436 Occidental Ave S,Burien,WA 98168,low
549000.0,4.0,2.25,2740,88426,2.0,0,0,3,2740,0,1991,0,14324 250th Pl SE,Issaquah,WA 98027,high
358000.0,3.0,1.5,2450,12497,1.0,0,0,4,2450,0,1967,0,7670 10th Ave NW,Snoqualmie,WA 98065,high
890000.0,4.0,4.25,4420,5750,2.0,0,0,3,3410,1010,2006,0,842 Summerhill Ridge Dr NW,Issaquah,WA 98027,high
753888.0,4.0,2.5,2660,5500,2.0,0,2,3,2660,0,2003,0,1669 28th Ave NE,Issaquah,WA 98029,high
940000.0,4.0,2.25,1890,5940,1.0,0,1,3,1470,420,1963,2008,1234 22nd Ave E,Seattle,WA 98112,high
1130000.0,4.0,3.25,3810,8519,1.0,0,1,3,2680,1130,2007,0,10022 NE 110th St,Kirkland,WA 98033,high
233500.0,3.0,2.25,1650,2958,2.0,0,0,3,1650,0,1985,0,23441 130th Ave SE,Kent,WA 98031,low
280000.0,3.0,2.5,1270,9675,2.0,0,0,3,1270,0,1993,0,44633 SE 151st St,North Bend,WA 98045,low
755000.0,4.0,2.5,2120,10202,1.0,0,0,4,1620,500,1960,2001,12645 SE 27th St,Bellevue,WA 98005,high
777000.0,3.0,3.25,3610,59677,2.0,0,0,3,2440,1170,2003,0,18913 SE 63rd Pl,Issaquah,WA 98027,high
445000.0,4.0,2.0,1650,6000,1.0,0,0,5,1000,650,1959,0,2211 20th Ave S,Seattle,WA 98144,high
241000.0,3.0,2.0,1770,7000,1.0,0,0,3,1770,0,1986,0,30027 58th Pl S,Auburn,WA 98001,low
287500.0,4.0,2.5,2570,9000,1.0,0,0,4,1590,980,1979,0,33749 29th Ct SW,Federal Way,WA 98023,low
435000.0,3.0,2.25,1890,7200,1.0,0,0,4,1230,660,1973,0,1021 NE 120th St,Seattle,WA 98125,high
256500.0,2.0,1.0,1120,9912,1.0,0,0,4,1120,0,1980,0,7615 SW 257th St,Vashon,WA 98070,low
809950.0,4.0,2.5,3280,6181,2.0,0,0,3,3280,0,2001,0,19199 NE 43rd Ct,Sammamish,WA 98074,high
740000.0,2.0,1.75,2080,4800,1.0,0,0,5,1080,1000,1923,0,333 NW 84th St,Seattle,WA 98117,high
510000.0,3.0,1.75,1480,7040,1.0,0,0,3,1480,0,1974,0,7517 128th Pl NE,Kirkland,WA 98033,high
446000.0,2.0,1.5,1370,1221,2.0,0,0,3,1080,290,2008,0,207 20th Ave,Seattle,WA 98122,high
250000.0,2.0,1.5,982,846,2.0,0,0,3,806,176,2006,0,10217 Aurora Ave N,Seattle,WA 98133,low
690000.0,3.0,1.5,1760,4000,2.0,0,0,3,1760,0,1922,2008,2314 10th Ave E,Seattle,WA 98102,high
349000.0,4.0,1.75,1700,7800,1.0,0,0,5,1120,580,1981,0,4518 SE 4th St,Renton,WA 98059,low
300000.0,4.0,2.5,2200,8065,2.0,0,0,3,2200,0,1998,2006,9526 S 221st Pl,Kent,WA 98031,low
760000.0,3.0,2.5,1980,13964,1.0,0,0,5,1980,0,1959,0,4201-4213 Island Crest Way,Mercer Island,WA 98040,high
150000.0,3.0,1.5,1230,8056,1.0,0,0,4,1230,0,1949,1985,1432 S 129th St,Burien,WA 98168,low
800000.0,4.0,3.75,2690,4000,2.0,0,3,4,2120,570,1909,1989,2537 11th Ave W,Seattle,WA 98119,high
471001.0,3.0,1.75,1800,6000,1.0,0,0,5,900,900,1905,0,719 N 80th St,Seattle,WA 98103,high
234950.0,3.0,1.0,1360,9948,1.0,0,0,3,1360,0,1977,2004,21612 SE 290th Ct,Black Diamond,WA 98010,low
640000.0,4.0,2.5,2341,9594,2.0,0,0,3,2341,0,1997,0,11001-11025 169th Pl NE,Redmond,WA 98052,high
322000.0,4.0,2.5,2280,7200,2.0,0,0,3,2280,0,1994,0,10012 SE 244th Ct,Kent,WA 98030,low
603500.0,4.0,2.5,4060,9734,1.0,0,4,3,2150,1910,1977,2004,19304 65th Ave NE,Kenmore,WA 98028,high
509900.0,3.0,2.5,1790,2700,2.0,0,0,3,1790,0,2010,0,4532 185th Ave SE,Issaquah,WA 98027,high
805000.0,4.0,2.75,2410,6000,1.0,0,0,5,1410,1000,1950,0,3210 NW 58th St,Seattle,WA 98107,high
800000.0,3.0,2.25,2380,11824,1.0,0,0,4,1450,930,1972,0,7234 91st Ave SE,Mercer Island,WA 98040,high
198000.0,4.0,1.75,2080,7200,1.0,0,0,4,1050,1030,1966,0,4114 S 294th St,Auburn,WA 98001,low
453000.0,4.0,2.75,2300,37533,1.0,0,3,5,1550,750,1979,0,7707 SW 259th St,Vashon,WA 98070,high
667781.25,5.0,2.75,3040,10257,2.0,0,0,3,3040,0,1993,0,5627 167th Pl SE,Bellevue,WA 98006,high
397500.0,3.0,2.0,1510,6710,1.0,0,0,3,1070,440,1972,2002,9325 NE 133rd St,Kirkland,WA 98034,high
1532500.0,5.0,4.5,4270,8076,2.0,0,0,3,3400,870,2007,0,11017 101st Pl NE,Kirkland,WA 98033,high
235000.0,3.0,1.75,1840,9697,1.0,0,0,4,1500,340,1985,0,12034 SE 252 Pl,Kent,WA 98030,low
579000.0,2.0,2.0,1870,6275,1.0,0,0,3,1870,0,2003,0,12524 231st Ave NE,Redmond,WA 98053,high
265000.0,3.0,1.0,1800,7650,1.0,0,0,5,1800,0,1957,0,600 Jefferson Ave NE,Renton,WA 98056,low
599000.0,4.0,2.5,2790,230868,2.0,0,0,3,2790,0,1989,0,18905 240th Ave NE,Woodinville,WA 98077,high
405000.0,2.0,1.0,910,6490,1.0,0,0,3,910,0,1942,1999,8221 21st Ave NE,Seattle,WA 98115,high
362300.0,3.0,2.5,2430,15264,2.0,0,0,3,2430,0,1997,0,9226 S 247th Pl,Kent,WA 98030,high
760000.0,4.0,2.5,2730,36183,2.0,0,0,3,2730,0,1986,0,11511 159th Ave NE,Redmond,WA 98052,high
555000.0,5.0,3.0,3640,6930,2.0,0,0,3,3640,0,2004,2003,24709 SE 278th St,Maple Valley,WA 98038,high
300000.0,3.0,2.25,1660,5128,2.0,0,0,3,1660,0,2001,0,278th Ave NE,Duvall,WA 98019,low
760000.0,4.0,1.75,2450,13300,1.0,0,2,4,1630,820,1987,0,5028 157th Ave SE,Bellevue,WA 98006,high
713250.0,3.0,2.0,2050,9000,1.0,0,0,4,2050,0,1951,1999,2416 70th Ave SE,Mercer Island,WA 98040,high
243000.0,3.0,1.75,1790,12000,1.0,0,0,3,1040,750,1960,2012,23042 16th Ave S,Des Moines,WA 98198,low
695000.0,4.0,2.5,2961,12146,2.0,0,0,3,2961,0,1998,2006,21548 SE 28th Ln,Sammamish,WA 98075,high
265000.0,2.0,1.0,1000,31505,1.0,0,0,3,1000,0,1960,2012,32823 NE 195th St,Duvall,WA 98019,low
1335000.0,5.0,2.25,4200,5800,2.5,0,0,4,2910,1290,1906,1990,1024 15th Ave E,Seattle,WA 98112,high
712000.0,4.0,2.5,3400,247421,2.0,0,0,3,3400,0,2001,0,27728 SE 268th St,Ravensdale,WA 98051,high
575000.0,4.0,1.75,1280,6060,1.0,0,0,3,860,420,1926,2003,7032 7th Ave NW,Seattle,WA 98117,high
660000.0,3.0,2.5,2450,4332,2.0,0,0,3,2450,0,2010,0,10741 242nd Pl NE,Redmond,WA 98053,high
700000.0,3.0,2.75,2500,7378,1.0,0,0,5,1390,1110,1948,1985,10050 11th Ave NW,Seattle,WA 98177,high
575000.0,4.0,2.75,3120,7644,2.0,0,0,3,3120,0,2010,0,9423 Ash Ave SE,Snoqualmie,WA 98065,high
845000.0,3.0,2.0,2540,4750,1.5,0,0,5,1840,700,1930,0,7524 34th Ave NW,Seattle,WA 98117,high
1925000.0,5.0,4.25,4830,8050,2.5,0,2,4,3710,1120,1914,1945,2653 Cascadia Ave S,Seattle,WA 98144,high
185000.0,4.0,1.0,1490,6600,1.0,0,0,3,1490,0,1969,2010,13248 Occidental Ave S,Burien,WA 98168,low
270000.0,4.0,2.25,2600,9900,1.0,0,0,3,1600,1000,1965,1993,7703 S 128th St,Seattle,WA 98178,low
506000.0,2.0,1.0,1570,8210,1.0,0,0,4,1150,420,1952,0,12723 11th Ave NW,Seattle,WA 98177,high
940000.0,4.0,2.75,2080,4000,1.5,0,0,3,2080,0,1912,2000,6042 Sycamore Ave NW,Seattle,WA 98107,high
330000.0,3.0,1.75,1430,8865,1.0,0,0,3,1430,0,1950,2005,2704 NE 144th St,Seattle,WA 98125,low
750500.0,5.0,3.0,2170,2440,1.5,0,0,4,1450,720,1911,1966,1006 NE Ravenna Blvd,Seattle,WA 98105,high
585000.0,3.0,1.75,1850,7735,1.0,0,0,4,1850,0,1983,0,4640 193rd Ave SE,Issaquah,WA 98027,high
229629.5,2.0,1.0,1100,8281,1.0,0,0,4,1100,0,1947,1988,1206 NE 155th St,Shoreline,WA 98155,low
612500.0,4.0,2.0,2060,5000,1.0,0,0,3,1030,1030,1949,2013,1708 NW 96th St,Seattle,WA 98117,high
350000.0,2.0,2.5,1260,1347,3.0,0,0,3,1260,0,2005,0,9553 Interlake Ave N,Seattle,WA 98103,low
349900.0,3.0,2.5,2200,7278,2.0,0,0,3,2200,0,1990,2009,15637 156th Pl SE,Renton,WA 98058,low
192500.0,2.0,1.0,950,7692,1.0,0,0,3,950,0,1926,2003,12516 Military Rd S,Seattle,WA 98168,low
560000.0,3.0,2.25,2070,15002,1.5,0,0,3,2070,0,1955,2013,5121 NE 187th St,Lake Forest Park,WA 98155,high
335000.0,4.0,2.75,2540,7210,1.0,0,0,4,1600,940,1979,0,15901-15999 131st Pl SE,Renton,WA 98058,low
321500.0,1.0,1.0,730,1942,1.0,0,0,3,730,0,2008,0,924 26th Ave S,Seattle,WA 98144,low
899000.0,3.0,1.0,1480,6978,2.0,0,0,4,1480,0,1949,1985,4432 92nd Ave NE,Yarrow Point,WA 98004,high
415500.0,4.0,2.5,1750,4779,2.0,0,0,3,1750,0,2009,0,8019 NE 183rd St,Kenmore,WA 98028,high
615000.0,4.0,2.5,2150,9070,2.0,0,0,4,2150,0,1985,0,14151 174th Pl NE,Redmond,WA 98052,high
249000.0,3.0,2.25,1440,7673,1.0,0,0,3,940,500,1982,0,22119 123rd Ave SE,Kent,WA 98031,low
299950.0,4.0,1.75,1560,31299,1.0,0,0,4,1560,0,1965,0,13228 SE 294th Pl,Auburn,WA 98092,low
190000.0,1.0,0.75,930,29258,1.0,0,0,3,930,0,1941,1994,7650 S 134th St,Seattle,WA 98178,low
500000.0,2.0,1.0,1010,3885,1.5,0,0,4,1010,0,1906,1990,331 22nd Ave E,Seattle,WA 98112,high
465000.0,3.0,1.75,1410,6886,1.0,0,0,3,1410,0,1924,2013,12215 Dayton Ave N,Seattle,WA 98133,high
825000.0,4.0,2.5,2810,9800,1.0,0,0,4,1710,1100,1973,0,14312 SE 45th St,Bellevue,WA 98006,high
406500.0,2.0,1.0,870,5750,1.0,0,0,4,870,0,1947,1988,4437 49th Ave SW,Seattle,WA 98116,high
549000.0,4.0,2.5,2910,6338,2.0,0,0,3,2910,0,2008,0,16026 SE 137th Terrace,Renton,WA 98059,high
174950.0,3.0,1.0,1060,5200,1.0,0,0,5,1060,0,1970,0,26635 Timberlane Dr SE,Covington,WA 98042,low
1256500.0,4.0,2.5,3150,13700,2.0,0,0,4,3150,0,1966,0,8551 SE 80th St,Mercer Island,WA 98040,high
458000.0,4.0,1.5,1550,3000,1.5,0,0,3,1350,200,1918,0,4402 4th Ave NE,Seattle,WA 98105,high
555000.0,4.0,2.5,3310,6500,2.0,0,0,3,3310,0,2012,1912,35229 SE Terrace St,Snoqualmie,WA 98065,high
790000.0,5.0,3.25,2900,12160,1.0,0,0,4,1890,1010,1967,0,465 129th Pl NE,Bellevue,WA 98005,high
408000.0,3.0,2.25,1950,7221,1.0,0,0,4,1950,0,2006,0,3742 S 192nd St,SeaTac,WA 98188,high
328000.0,3.0,1.75,1440,45302,2.0,0,0,3,1440,0,1977,2004,31720 NE 123rd St,Duvall,WA 98019,low
450000.0,3.0,1.0,1100,4600,1.0,0,0,3,1100,0,1917,2009,3920 42nd Ave SW,Seattle,WA 98116,high
430000.0,3.0,1.5,1810,5080,1.0,0,0,3,1030,780,1958,2004,7321 39th Ave NE,Seattle,WA 98115,high
660000.0,3.0,2.0,2570,28500,1.0,0,0,3,1970,600,1983,2009,15031 NE 144th St,Redmond,WA 98052,high
433000.0,3.0,1.75,1870,7189,1.0,0,0,3,1270,600,1959,1989,6811 51st Ave S,Seattle,WA 98118,high
465000.0,3.0,2.25,2670,7500,1.0,0,0,4,1640,1030,1966,0,15800-15898 15th Ave SW,Burien,WA 98166,high
860000.0,4.0,2.75,3160,8097,2.0,0,0,3,3160,0,2014,0,13009 NE 74th St,Kirkland,WA 98033,high
440000.0,2.0,1.0,800,4850,1.0,0,0,4,800,0,1944,0,4801-4899 6th Ave NW,Seattle,WA 98107,high
1200000.0,4.0,1.75,3990,13470,2.0,0,0,3,3990,0,2006,0,15527 SE 79th Pl,Newcastle,WA 98059,high
284950.0,3.0,1.0,990,10723,1.0,0,0,5,990,0,1960,0,12654 156th Ave SE,Renton,WA 98059,low
689000.0,3.0,1.75,2200,9840,1.0,0,0,5,1500,700,1978,0,15222 SE 48th Dr,Bellevue,WA 98006,high
515000.0,5.0,3.25,2740,9629,1.0,0,0,5,1390,1350,1977,0,10723 NE 189th St,Bothell,WA 98011,high
565000.0,2.0,1.75,1670,4008,1.0,0,0,3,1670,0,2005,0,2146 NE Nelson Ln,Issaquah,WA 98029,high
223000.0,3.0,1.75,1340,7473,1.0,0,0,4,1340,0,1973,0,16 R Pl NE,Auburn,WA 98002,low
236000.0,4.0,2.75,2000,5827,2.0,0,0,3,2000,0,1997,0,26546 236th Pl SE,Maple Valley,WA 98038,low
850000.0,4.0,3.25,4350,112750,1.0,0,0,3,2200,2150,2006,0,6407 282nd Ave SE,Issaquah,WA 98027,high
100000.0,2.0,1.0,930,7623,1.0,0,0,2,930,0,1942,0,1038 SW 152nd St,Burien,WA 98166,low
397000.0,4.0,2.0,1440,7680,1.0,0,0,3,1200,240,1971,0,10601 NE 138th Pl,Kirkland,WA 98034,high
124740.0,3.0,1.0,1340,15600,1.0,0,0,4,1340,0,1978,2000,31118 149th Ave SE,Kent,WA 98042,low
1150000.0,4.0,4.0,4460,103382,2.0,0,0,3,4460,0,2001,0,25823 NE 30th Ct,Redmond,WA 98053,high
670000.0,3.0,2.5,2700,1438,2.0,0,0,3,1280,1420,2003,0,746 Boylston Ave E,Seattle,WA 98102,high
171000.0,4.0,2.0,1520,19672,1.0,0,0,3,1020,500,1920,1979,15014 42nd Ave S,Tukwila,WA 98188,low
350000.0,3.0,2.25,1640,7200,2.0,0,0,4,1640,0,1985,0,1755 140th Ct SE,Bellevue,WA 98007,low
455600.0,3.0,2.5,2420,8252,2.0,0,0,3,2420,0,1998,2006,7000 Autumn Ave SE,Snoqualmie,WA 98065,high
505000.0,2.0,2.25,1060,1209,2.0,0,0,3,940,120,2006,0,2000 Yale Ave E,Seattle,WA 98102,high
795000.0,3.0,2.0,2420,17859,1.0,0,1,5,1500,920,1979,0,7215 NE 119th Pl,Kirkland,WA 98034,high
653000.0,3.0,2.5,2290,3475,2.0,0,0,3,2290,0,2006,0,2172 NE Noble St,Issaquah,WA 98029,high
410000.0,3.0,1.0,1410,5060,1.0,0,0,4,910,500,1956,0,10711 Ashworth Ave N,Seattle,WA 98133,high
440000.0,4.0,2.25,2160,8119,1.0,0,0,3,1080,1080,1966,1913,12211 SE 65th St,Bellevue,WA 98006,high
690000.0,5.0,3.5,2720,7598,2.0,0,0,3,1860,860,1993,0,8921 42nd Ave NE,Seattle,WA 98115,high
850000.0,5.0,3.5,3450,28324,1.0,0,0,5,2350,1100,1972,0,11010 108th Ave NE,Kirkland,WA 98033,high
375000.0,4.0,2.5,2210,9427,2.0,0,0,3,2210,0,1999,0,475 S 190th St,Burien,WA 98148,high
650000.0,3.0,1.5,2160,9000,1.0,0,2,4,1400,760,1949,1985,13026 10th Ave NW,Seattle,WA 98177,high
555000.0,4.0,2.25,2350,8140,1.0,0,0,4,1430,920,1977,0,15800 SE 50th St,Bellevue,WA 98006,high
770000.0,3.0,2.25,2910,10204,2.0,0,0,3,2910,0,1990,2009,18322 NE 99th Way,Redmond,WA 98052,high
749000.0,3.0,1.0,1580,5000,1.5,0,0,3,1580,0,1926,2003,7526 Jones Ave NW,Seattle,WA 98117,high
656500.0,4.0,2.0,2710,4750,1.0,0,0,4,1460,1250,1919,1985,6326 21st Ave NE,Seattle,WA 98115,high
576000.0,3.0,2.5,1940,9000,1.0,0,0,4,970,970,1948,0,8817 28th Ave NW,Seattle,WA 98117,high
235000.0,4.0,2.0,1570,9415,2.0,0,0,4,1570,0,1984,0,31845-31899 125th Pl SE,Auburn,WA 98092,low
376000.0,3.0,2.0,1340,1384,3.0,0,0,3,1340,0,2008,0,9245-9249 Fremont Ave N,Seattle,WA 98103,high
385500.0,3.0,2.0,1540,7947,1.0,0,0,3,1120,420,1961,2004,9215 NE 183rd St,Bothell,WA 98011,high
1965221.0,4.0,3.5,4370,8510,2.0,0,1,3,3610,760,2003,0,2523-2533 103rd Ave SE,Bellevue,WA 98004,high
312000.0,4.0,2.25,1930,7452,1.0,0,0,3,1430,500,1984,0,21423 114th Pl SE,Kent,WA 98031,low
425000.0,3.0,1.75,1680,3000,1.0,0,2,4,840,840,1900,1971,927 N 79th St,Seattle,WA 98103,high
950000.0,3.0,3.25,3050,18892,1.0,1,4,4,1650,1400,1962,0,554-598 S 239th St,Des Moines,WA 98198,high
409124.0,5.0,3.25,3320,11340,2.0,0,0,4,2480,840,1999,0,14014 SE 236th Pl,Kent,WA 98042,high
260000.0,2.0,1.0,700,4800,1.0,0,0,3,700,0,1922,2008,1518 25th Ave,Seattle,WA 98122,low
625000.0,4.0,2.5,2820,8408,2.0,0,0,3,2820,0,2014,0,17052 4th Ave NE,Shoreline,WA 98155,high
275000.0,3.0,1.0,1080,6000,1.0,0,0,4,1080,0,1952,0,2350 N 178th St,Shoreline,WA 98133,low
1216000.0,4.0,2.5,3190,8684,1.0,0,3,5,1680,1510,1967,0,4625 Somerset Dr SE,Bellevue,WA 98006,high
615000.0,4.0,1.75,2300,11700,1.0,0,0,4,1960,340,1977,0,18427 NE 26th Way,Redmond,WA 98052,high
1820000.0,4.0,4.5,6640,53330,2.0,0,0,3,6640,0,1993,0,21909 NE 141st St,Woodinville,WA 98077,high
913000.0,4.0,2.5,3640,10576,2.0,0,0,3,3640,0,1999,0,26966 SE 22nd Way,Sammamish,WA 98075,high
500000.0,4.0,3.0,3720,15048,3.0,0,0,3,3720,0,1979,2014,10218 147th Ave SE,Renton,WA 98059,high
723000.0,4.0,2.5,2700,4004,2.0,0,0,3,2700,0,2004,2003,2363 30th Ave NE,Issaquah,WA 98029,high
552000.0,3.0,1.0,1120,2300,1.0,0,0,4,820,300,1912,1989,7002 22nd Ave NW,Seattle,WA 98117,high
155000.0,2.0,1.0,700,5200,1.0,0,0,5,700,0,1952,1998,475-547 Monroe Ave NE,Renton,WA 98056,low
455000.0,4.0,2.5,3170,10688,2.0,0,2,3,3170,0,2001,0,1118 U St NW,Auburn,WA 98001,high
455000.0,4.0,2.25,1740,8449,1.0,0,0,4,1170,570,1958,1972,16204 SE 2nd St,Bellevue,WA 98008,high
1695000.0,2.0,2.25,3170,3000,2.0,0,2,5,1990,1180,1900,0,308 Prospect St,Seattle,WA 98109,high
366750.0,3.0,3.0,1571,2017,3.0,0,0,3,1571,0,2008,0,14359 19th Ave NE,Seattle,WA 98125,high
680000.0,3.0,2.25,2330,4000,1.5,0,2,5,1520,810,1927,0,6032 35th Ave NE,Seattle,WA 98115,high
1085000.0,5.0,2.5,2340,6000,2.0,0,0,4,2340,0,1922,0,3107 37th Pl S,Seattle,WA 98144,high
108333.33333299999,3.0,1.0,1200,9936,1.0,0,0,4,1200,0,1969,0,23414 SE 269th St,Maple Valley,WA 98038,low
525888.0,5.0,1.75,2550,71874,1.0,0,0,5,1810,740,1960,0,13129 195th Pl SE,Issaquah,WA 98027,high
220600.0,3.0,2.5,1490,8102,2.0,0,0,4,1490,0,1990,0,18717 SE 258th St,Covington,WA 98042,low
556000.0,3.0,3.0,1960,1168,2.0,0,0,3,1600,360,2007,0,1150 NE Park Dr,Issaquah,WA 98029,high
441000.0,2.0,1.5,1190,3400,1.0,0,0,3,990,200,1919,2001,6008 8th Ave NE,Seattle,WA 98115,high
491500.0,4.0,1.75,2190,125452,1.0,0,2,3,2190,0,1968,1997,36850 204th Ave SE,Auburn,WA 98092,high
770000.0,4.0,2.5,2350,8001,2.0,0,0,4,2350,0,1987,0,14019 SE 61st Pl,Bellevue,WA 98006,high
409316.0,3.0,2.5,1800,3168,2.0,0,0,3,1800,0,2014,0,7416 Better Way Loop SE,Snoqualmie,WA 98065,high
260000.0,3.0,1.5,1270,20700,1.0,0,0,2,1150,120,1948,0,3029 NE 178th St,Lake Forest Park,WA 98155,low
350000.0,3.0,2.5,2680,7836,2.0,0,0,3,2680,0,1990,2009,31456 117th Pl SE,Auburn,WA 98092,low
540000.0,3.0,2.75,2750,18029,1.0,0,2,5,1810,940,1978,0,4708 154th Pl SE,Bellevue,WA 98006,high
575000.0,3.0,2.25,1700,3333,1.5,0,0,3,1100,600,1924,2011,6720 4th Ave NW,Seattle,WA 98117,high
245000.0,2.0,1.0,870,6150,1.0,0,0,3,870,0,1941,1994,8627 9th Ave SW,Seattle,WA 98106,low
712000.0,3.0,2.75,3200,6699,2.0,0,0,3,3200,0,2004,2003,26008 SE 23rd Pl,Sammamish,WA 98075,high
580000.0,5.0,2.0,1940,6000,1.0,0,0,5,970,970,1945,0,8026 38th Ave NE,Seattle,WA 98115,high
736000.0,4.0,2.5,2290,12047,2.0,0,0,4,2290,0,1988,0,17435 SE 47th St,Bellevue,WA 98006,high
399000.0,2.0,1.0,940,4800,1.0,0,0,4,940,0,1911,1955,3209 63rd Ave SW,Seattle,WA 98116,high
330000.0,3.0,2.5,2210,7557,2.0,0,0,3,2210,0,1989,0,32739 47th Ave SW,Federal Way,WA 98023,low
